N3N3/N1N3N1/N3NN1R/kN1N1N1N/N3N1NR/2NN1NN1/N3NN2/1R6,a7c6 
NN3R2/8/8/4N2R/4k2N/RN2N3/2N5/N2R2N1,b3d2 b3c5 
6RN/4N3/8/8/R7/7k/R7/7N,h1f2 
4N2R/R7/3N2k1/R5N1/1N2N3/NN4N1/2NN2NN/1NN1NRNN,g2f4 g2h4 
1R2N1N1/2NN3N/NN4NR/k7/N4N1R/3N2NN/N3N2N/1N1NN1N1,b6c4 
R1R1N3/1NN5/1N6/2N5/8/3N4/N6R/Nk6,a2c3 
N3NN2/2N3NR/N1k2N1N/R6N/N3NN2/N1N3N1/1N1N1N2/NR1RN2N,a6b4 a6b8 
NN1R1R1N/1N4N1/7N/R7/3NkN1N/7R/8/8,b7c5 b7d6 
2N2kN1/R7/8/NN4N1/N3N1N1/6N1/N3N2N/4RNR1,g5e6 g5h7 
7R/2k5/7R/4NN2/1N2N3/3N3N/NNN3N1/1R1RN2N,b4d5 b4a6 
1N2RNR1/3N2N1/N3N3/N2NN2N/N6N/RN6/2N2kN1/NN5R,e5d3 e5g4 
R1R1N3/2N5/8/5NNR/1k6/7R/8/8,c7d5 c7a6 
4Nk2/NN3N1R/NN1N3N/N4N1N/1N4N1/1N1N3N/NN2N1NN/2NNR1R1,b6d7 
N3R1R1/7R/N2N1k2/7R/8/8/1N6/6N1,d6e4 d6e8 
4R1R1/8/8/N2NN3/8/8/7R/5k2,d5e3 
1NN1Nk2/R4N2/8/7N/1N6/8/2N2N2/1N2R1R1,b8d7 
N2R1R1N/N1N1N1N1/2N4N/NN2N2R/1N2kN1N/R3N3/2N4N/8,b5c3 b5d6 
1R1R4/1NN5/3N3N/5NN1/N3N3/2N3NR/2k5/R1N4N,f5e3 f5d4 
NNN2RNR/1N1NNNNN/N1N5/N1N3N1/N3N3/RNN2N2/3N1NkN/R5N1,f3e1 f3h4 
1R2N3/R6N/1NkN1N1N/R1N5/4NN2/1NN4N/8/NN1R4,b3d4 b3a5 
R7/8/3N4/1N5R/1k6/4N2R/8/2R2N2,e3c2 e3d5 
kN5N/7R/5N2/8/2N1N1N1/1N4N1/1N2NNN1/1RNNN1NN,c4b6 
1N5N/N1N1N3/2N2N2/4N1NR/kN2N3/7R/2NN4/NR2NN2,e4c3 e4c5 
N3NN1N/4N3/R1N4N/1Nk2N2/R5NN/N3NN2/2N3NN/1R1R1N2,f8e6 f8d7 
3N1R2/4N3/8/8/R7/4k3/7R/1N1R4,e7d5 e7f5 
5NN1/R7/3k2N1/R2N2N1/NN3N2/8/2N4N/1NR1R1N1,g5e4 g5f7 
3N1R1R/2NN4/3N4/2N1N2N/8/1N2N3/R1N5/N2N2k1,e5f3 
R7/1N2kN1N/N3N2R/2N4N/N1N3NN/NN6/NNN2N1N/N1NRNRN1,h4f5 h4g6 
3N3N/N2N3N/RN6/5k2/R7/3N1N2/N7/4R1R1,f3d4 f3h4 
4k3/R7/4N3/8/NN3N2/3NN3/7N/3R1R2,e6c7 e6g7 
8/8/3N4/R7/2N4k/R2N4/N7/6R1,d6f5 
2N3R1/R7/7k/RN2N2N/5N2/5N1N/3N4/5N2,e5g4 e5f7 
RNR1N2N/N1NNN1N1/8/2N3N1/7N/4N2N/1N2NN1R/1kN5,e2c3 
1N1N1NN1/N1N3NN/4NN2/R1N3NN/N1k4N/R1N3N1/4N3/1R1RN1N1,a4b2 a4b6 
N2NN2R/N1NN3N/NNN1N1N1/1NN5/R1N3N1/N4Nk1/RN4N1/NN2NR2,c5e4 
1RNR4/1N6/1N3N2/N2N4/N5N1/N6N/R6N/1Nk2N1N,a5b3 
3N2NN/6NN/4NN1R/1kN1N2N/5NNR/3NN1N1/1N1N2N1/R1R1N2N,e6d4 e6c7 
3N2k1/R7/8/6N1/1NN1NN2/2N5/8/2N2RNR,e4f6 
NR2N2N/3N4/2N3N1/6NN/2N1N3/N5N1/6NR/k2N4,a3c2 
R7/4kN1N/R3N3/6N1/4N1NN/8/N4N2/3RNR2,h4f5 h4g6 
R4NNN/6kN/RNN3N1/4N3/N1N1N3/2NN3N/NNNNNNN1/2NNNR1R,f8e6 
NNN1RNR1/NN2N1NN/N5N1/N2N1N1N/N6N/RN6/2N1NkN1/NN2NN1R,e1d3 
5R2/8/NN5R/4k3/7R/8/N3N1N1/3R4,b6c4 b6d7 
1NN5/N3N2R/1N1NkN1N/N3N2R/2N3NN/N1N1N3/NNNN3N/1NNRNRNN,c2d4 
5RNR/2N5/8/8/R7/6k1/R1N2N2/N7,f2h1 f2e4 
R1R2N2/8/3N4/6N1/6NR/1k2N3/6NR/1N6,b1d2 
1R3NN1/N3N3/5NN1/N2N3R/kN6/4NN1R/3N1N2/5N2,d5c3 d5b6 
N2NRN1N/N1N3N1/1N1N1N1N/1N3NN1/R2NN2N/3k2N1/R6N/NNR2N2,e4f2 e4c5 
kN4N1/5N1R/8/2NN4/1N1N3N/2NN4/N3N3/1RN5,d5b6 d5c7 
1N5R/4N3/1N2N1N1/3N4/R5N1/6k1/RNN5/5R2,e7f5 
N1NNNR1R/2NNN1NN/NNN2N2/8/8/1N1NN3/RN6/N1NN1Nk1,c1e2 
NN1NR1RN/6NN/N2NNNN1/1N6/NNNN1N2/N1N4N/RN6/N4kN1,c4d2 c4e3 
R1N5/1N1N1NkN/R4NN1/8/4N3/1NN2N2/1N6/1N1NNRNR,f6h5 f6e8 
2RNRN1N/N3N1NN/2N5/3N1N2/1N3N2/R7/NN1k4/7R,b2c4 
NNRNRNN1/6N1/2N2NNN/N1N1N2N/1N1N1N1N/5NN1/7R/N2k2NN,h1f2 
3Nk3/R4N2/2N3NN/4N3/8/3N4/7N/3RNR1N,f7d6 
3N1R2/N7/R7/3N2kN/R7/8/8/7R,d8e6 d8f7 
2N1RNR1/2NNN1NN/NN1NN3/NN3N1N/2N4N/5N1R/N1N1NkN1/R7,d6e4 
6NR/kN3NN1/4N1NR/2NN3N/1NN1N3/1N3N1N/7N/NR2NN2,b4c6 
R2N4/6NR/NkN2NNN/5NNR/4N2N/5N1N/4N3/2RN1NNN,f6d5 f6d7 
1R1R4/5N2/N3N1N1/1N1N3N/N3N2N/4NN2/R1NN2N1/2k5,d2b3 
6RN/N1N2N2/1NN4N/N2N4/1N2N3/R2N4/N6k/RN6,h6g4 
4kN2/7R/1N6/2N1N2N/N7/6NN/3N4/3RNR2,h5f6 h5g7 
8/RN3N2/6k1/R7/4N3/8/N7/5R1R,f7e5 f7h8 
N1N5/5N2/8/8/R6N/1N4Nk/R1N5/N5R1,f7g5 
7R/4Nk2/7R/N2N4/3N1NN1/1N6/NN1N4/N2NRNR1,g4e5 g4h6 
1N1R1RN1/1N1NN3/2N4N/7N/8/1N4N1/1N5R/3Nk3,b2d3 
N1NR1R2/1NNN2N1/N2N1N1N/2N1N3/1N4N1/N3NN1R/4k3/R7,f3g1 f3d4 
NRNR1N1N/3N2NN/N4NN1/3N4/N7/N4N1N/3N2NR/2k2N2,d2b3 
N1NR1R1N/4NNNN/N2NNN1N/5N2/4N1N1/2N1N3/4N2R/1N2kN2,e3c2 e3g2 
R2N1NNN/3NN2N/5NNR/Nk2N2N/1N2N1NR/4N1N1/1N1N1N1N/2R2NN1,e4c3 e4d6 
R1N4N/1N5k/R1N5/N7/NN1NNN1N/N1NN2N1/NN2NN1N/4N1R1,e4g5 e4f6 
5Nk1/R7/8/2NN4/8/1N1N4/4N3/5RNR,d5f6 d5e7 
1N3R2/N4N2/8/7R/4k3/7R/2N3NN/2NR2N1,f7g5 f7d6 
3NNR1R/RNN3N1/N4Nk1/RN1N4/1N2N3/N5N1/NNN2N1N/1N3N2,d5f4 d5e7 
1NN1kN2/R3N3/6NN/2N1N1N1/3N1N1N/N1N2N1N/N2NN1NN/NN1RNRN1,c8d6 
2N1RNR1/N7/6N1/3N3N/5N1R/2N2k2/R7/3N4,g6h4 g6e5 
5NNN/4N3/1N5N/8/RN6/N1N1N2k/RNN5/N1N2NRN,h1f2 
N4R1R/3NNNNN/NN4N1/8/1N6/2N5/RNN5/1N3NkN,c3e2 
1N2NNNN/5N1N/2N3NN/4N1NR/k5NN/5NNR/N2N1N2/1RN1N1NN,a2c3 
6R1/R7/1N5k/R5N1/8/8/1N2N3/3N2N1,g5f7 
1R1NN3/2NNN3/1NN5/1N2N3/6N1/N1N3N1/7R/kN4N1,a3c2 
NN2R1NN/NNN1N1N1/NN1N2NN/N1NN3N/N6R/5k2/1N5R/3N2RN,g6h4 g6e5 
R1R2N2/2N5/2N3N1/1N3NN1/8/7N/1N5R/Nk6,b5a3 b5c3 
3k4/R2NN2N/6N1/8/8/NN2NN2/N3N2N/1NR1R3,e7c6 
NN4NR/NkN1N1NN/1N5R/3NN3/7N/NNN2N2/NN1NNNN1/R1R2NNN,b3a5 b3c5 
6NR/1k2N3/7R/1N2N3/5N2/N1N2N2/1N2N3/R1R2N2,b5d6 
NN3N2/1NN5/RNN4N/2N1N2k/R2N4/NNN1NN2/1N1NNN2/NNNNN1R1,e2g3 e2f4 
NRNR1N2/3N4/1N1N2N1/N1N3N1/N7/2N3NR/2k5/R2N4,d1e3 
5RNR/7N/N7/8/5N2/8/R7/6k1,f4e2 f4h3 
1RNR4/3N4/8/8/N4N2/R7/2k4N/1N5R,b1a3 
1N1RNRNN/NN1NN1N1/N2NN3/N2N1N1N/8/1NN4N/4NN1R/4kN1N,f2d3 
NR5N/4N2R/k4N2/5NNR/2NN3N/N4NN1/1N5N/8,a8c7 
4N3/R6N/6kN/R1N5/3N4/1N4N1/8/2N2R1R,h7f8 
1R2NN1N/N1N2NN1/2N2N2/N4NNR/k7/N3N2R/N5N1/N1N2NNN,a2c3 
NN2RNRN/2NN1N2/1N2NN2/7N/3N3N/R7/5k2/1N5R,f6e4 f6g4 
R7/1NN3NR/Nk2N3/7R/7N/7N/4NN2/2R3NN,c7d5 c7a8 
1R4N1/8/8/8/8/4N3/N6R/k7,e3c2 
NNNN1N2/NNN1N1N1/NN2N3/R1N3N1/1N3Nk1/R1N5/NN1NN1N1/NN3RNR,g2e3 
R1R1NNNN/5NN1/6NN/1N3N1R/Nk2N2N/1NN3NR/4N1N1/6NN,c3a2 c3d5 
N1R1R2N/N4NNN/1NNNNNN1/4N2N/3N1NNN/NN3NN1/R7/N1NkN1N1,g4f2 g4e3 
3N4/1N5R/1N3k2/R7/8/3N3N/8/1N2R1R1,b6d5 b6d7 
3N1R1N/NN5N/8/2N5/7R/1N2k2N/R7/3RN3,e1c2 e1g2 
1N1R1RN1/2N5/N3N1N1/1N3N2/4N3/4N3/4N2R/1N1Nk3,e3c2 e3g2 
2R1R3/8/N7/8/8/3N4/R7/3kN3,d3b2 d3f2 
R1N5/1N5k/RNN4N/2N4N/8/4N3/1NN5/NN3NR1,h5f6 
1R6/1N6/8/1N6/5NN1/7R/k7/7R,b5c3 
1R1R4/8/8/8/2N4N/2N4R/2k2N2/7R,c4a3 c4e3 
3RNR1N/4NN2/2NN4/1N1N4/6N1/8/R3NN2/1N2k3,f2d3 
NN1R1R2/NN2NN1N/NNN2N2/N2N2NN/N5N1/1NN5/7R/4k3,g5f3 
6N1/7R/Nk4N1/1N5R/3N4/5N1N/3N1N2/R1R1N2N,d2c4 
1R5N/N7/4N1N1/2N5/5N2/1N2N2R/k5N1/7R,b3c1 
3N4/N1N4N/1N3N1N/R7/N1N4k/R2N4/N3N3/1NN3RN,h6f5 
2R2N2/2N4R/N2kN3/3N3R/1N6/1N3N2/N1N1N1N1/N1N1RN1N,c7b5 c7e8 
6R1/R7/7k/R2N4/7N/N7/1N6/N3N3,h4f5 
1kN1N1N1/4N1NR/7N/6NN/4N1NN/2NN2NN/N3N1N1/RNRN1NNN,e7c6 
1NN1R3/1N1N1N1N/N2N3N/N4N1R/N1N1Nk2/RN3N2/N1N4N/1N1NN1R1,e1g2 e1d3 
2R4N/N4NN1/R2N3N/N1Nk2N1/N2N3R/5N2/1N3N1N/N3R1N1,a4c3 a4b6 
1N2R1R1/8/NN3N1R/4NkN1/RN3N2/N2N4/2N4N/8,c2e3 c2d4 
NNNNN1R1/6N1/NN3NN1/N1N1NN2/R2N4/1N2N2k/RNN5/1N3N2,g6f4 
R2N4/1N5k/R7/7N/8/8/1N2N3/6R1,h5f6 
N1N1Nk2/RN6/N1N2N1N/N2N1N2/N7/2N1NNNN/1N1NN1N1/1NNNRNR1,f6d7 f6h7 
R7/6kN/RN6/1N6/7N/8/N6N/4NR1R,h4f5 
NNN3R1/N1N5/1N1N1NNN/2N1N3/R1N5/1N5k/RN1N4/N4N2,g6f4 
1R1N1N2/N4NN1/3N2N1/2NN1N2/N5N1/5N1N/1N3NNR/k5NN,c5b3 
R1RNNNNN/3N3N/3NN1N1/1N5R/Nk4NN/1N4NR/3NN1N1/1N1N1NNN,d8c6 
N1N1NNN1/3N2NN/N1N1N1NN/4N2N/R6N/2k2N1N/1NN3NR/NR1RNN1N,b2d1 b2a4 
5R2/8/8/4N3/R2N4/N5k1/R5N1/1N5R,d4e2 d4f5 
2N5/N4NNR/kN1N2N1/7R/2N4N/NN3N1N/4N1N1/NR1N1N2,b3c5 
R1R3N1/2N1N1N1/2N1N1N1/6N1/3N3N/4NNNR/1k2N3/7R,e3d1 e3c4 
NNN3NR/1NN3N1/4N3/8/R7/N4Nk1/R1N5/5R2,g7f5 g7h5 
2N1N1R1/8/2N5/N2N1NN1/2N4N/5N2/RNNN3N/NN5k,f5g3 
1Nk4N/7R/2N1NN2/N1N1N1NN/1N1N1NN1/N1NN1N2/1N2NNNN/1R1R1NNN,c6a7 c6e7 
N1N1RNRN/1N2NN1N/4N3/1N5N/2NN3N/R7/5kN1/R3NN2,e1d3 
NN3NRN/2NN3N/R4N2/N1N1NkN1/R3NN2/N1N4N/NN1N1N1N/N1N1R1N1,e4g3 e4d6 
R1N5/5Nk1/RN1N2N1/1N6/6N1/8/1NN4N/N4RNR,d6f5 d6e8 
N5k1/RN4NN/3N4/N1N5/3N3N/2N1N1N1/1N2N2N/2N2R1R,h7f6 
RNR2N2/4N3/7N/3N1N1N/3N2N1/7R/1k3NN1/NN3N1R,f2d1 f2d3 
N2NN3/3N4/N3N2N/4NN2/1NN4R/1Nk2N2/R7/NR1R1N1N,b4a2 b4d5 
1N3N2/RN1N4/NN2N1Nk/R3N2N/N1N1NN2/1N3N1N/N1N3N1/1N2N1R1,e5g4 e5f7 
1kN1N1NN/1N3N1R/4N1N1/1N2N3/N1N1N1NN/N1N3N1/N1NN2N1/R1R2NNN,e5c6 e5d7 
1N6/6N1/7N/8/7R/1N1k4/R7/2R1R3,b3c1 b3c5 
2N5/RN6/7k/R1N5/8/4N3/8/N5R1,e3g4 e3f5 
N7/4N3/3N3N/5N2/R1N5/3N3k/R6N/6R1,d3f2 d3f4 
N2NN2R/3Nk3/N3N2R/2N3N1/N5N1/1N6/2N4N/2NR1R1N,d8c6 
4R1RN/8/N7/N6N/8/8/R7/2N2k2,h5g3 
2R1N1N1/5N1R/1k4NN/1N2N1NR/6NN/6NN/N4N1N/RNNN2N1,e5c4 e5d7 
N1R1R3/8/6N1/4N3/1N1N1NN1/8/R2N4/N2k4,g4f2 g4e3 
5R1R/6N1/6NN/8/4N3/8/R7/2N2Nk1,c1e2 
N1R2NN1/R2NN2N/3k2N1/R2N4/5NN1/1N1N1N1N/N3N1NN/N1N1RNN1,e7f5 e7c8 
4R1R1/2N2N2/1N1NN3/2NN4/8/8/1N3N1R/N4k2,d5e3 
N1NNN1RN/NN1N1N2/1N1N1N2/N1N5/N4N2/2N2N1N/R1N3NN/N3N2k,h3f2 
R7/N2kN3/R2N2N1/NN3NN1/1N3N1N/4N3/N7/NNRNRNNN,g6e5 g6f8 
2N2NN1/N4N2/7N/RN3N2/2N1Nk2/RN6/3N3N/NN1NR1RN,f8e6 f8g6 
2R1R3/7N/6N1/4N3/N4N2/7R/3k4/7R,e5f3 e5c4 
1RN1N1NN/N3N2N/7R/1Nk2N1N/R1N4N/N3NN1N/N7/1N1RN1N1,e1d3 
N4N1R/N1N2k2/NN4NR/N6N/1N1N4/NN2N3/2NNNNNN/3NR1RN,g6e5 g6h8 
R1RN1N1N/N2N1N2/2N5/4N3/7N/4N1NN/1N2N2R/1k2N3,e2c3 
1N1Nk3/N2NN2R/2N5/2N5/8/2N2N2/NNN5/N2RNRNN,d7f6 
2N1R1RN/4N1N1/N4N1N/2N5/RN6/N3NkNN/N4N1R/N1NN3N,h3g1 h3g5 
NN1NRNRN/NN3NN1/NN4N1/4NN1N/2NN3N/R7/4NkN1/NN3N1R,e5d3 e5g4 
N1R1N1NN/5NNN/3NN3/1N4NR/NkNNN2N/1N3NNR/3N3N/R2N1NNN,d4c2 d4c6 
RN6/6Nk/R1N5/1N6/1NNN4/4NN2/1N2N3/N1N1N1RN,f3g5 
2R1R3/1N6/NN4N1/R2N4/N2kN1N1/7R/1N3N2/N7,a1c2 a1b3 
N1NN2RN/RN3N2/2N1Nk2/R7/NN5N/1N1N1N1N/N7/N3R1NN,b4d5 
NNN2RNR/N2NN1N1/RNN5/N2N1NkN/RNN5/NN6/2N3N1/NN6,g7e6 
NR1NN1NN/5N2/1N2N1NN/N4NNN/3N1N1N/3N2NR/kN1N1NN1/4N2R,d3c1 d3b4 
1N4R1/7N/3N4/8/5N2/R1NN3N/7k/R3N3,e1f3 
7R/8/RN6/6k1/RN1N4/8/8/5R2,d4f3 d4e6 
7N/7N/5N2/7R/2Nk2N1/R7/3N4/1NR1R3,d2b3 d2f3 
N1NN2RN/NN2N1N1/3N1N1N/N1N2N2/R1N1N3/N3N2k/R1NN3N/N3NN2,e4f2 e4g5 
6R1/RN6/5k2/7R/8/6N1/N7/4R3,g3e4 g3h5 
N4N1R/kN1NN3/N6R/6N1/2N1NNNN/4N2N/1NNN1NN1/1R2NN2,e7c6 e7c8 
RNR1NNN1/NNNN2NN/N1N3NN/1N1N4/3N2N1/1N4NR/1k1N3N/N5NR,d2c4 
N2R1R2/5N1N/8/N4N2/2N3N1/8/4NN1R/3Nk3,f2d3 
